#;Number;Year;Month;Date;Customer;Net amount;Tax;Total amount
311;311;2004;1;2004-01-30;KTRWZH UNIMVRSOGJ;76,750;6,330;83,080
312;312;2004;1;2004-01-17;YYGUEZ QABNVQXUKM;162,210;13,380;175,590
313;313;2004;1;2004-01-19;EWHOBE WJUAXEYJDV;55,550;4,580;60,130
314;314;2004;1;2004-01-06;XDDPTM KYQJDNQRKJ;378,250;31,210;409,460
315;315;2004;1;2004-01-05;RDSJGH YEOKMMKRZY;281,590;23,230;304,820
316;316;2004;1;2004-01-25;IWJMHP ASNRBTLQIK;142,550;11,760;154,310
317;317;2004;1;2004-01-15;ZXKIEQ YUKWDINBBV;266,570;21,990;288,560
318;318;2004;1;2004-01-08;TZQCTL YRZKDBSUXN;280,160;23,110;303,270
319;319;2004;1;2004-01-20;YAXJLU RSNOGUNTWD;141,940;11,710;153,650
320;320;2004;1;2004-01-24;REXDDM QSURWFYBBY;129,240;10,660;139,900
321;321;2004;1;2004-01-02;LGISFI TRZTQZMBTS;237,860;19,620;257,480
322;322;2004;1;2004-01-31;KPFGIT BBZIQTNODT;297,840;24,570;322,410
323;323;2004;1;2004-01-11;UTYUKG EKSVXDKDXY;271,710;22,420;294,130
324;324;2004;1;2004-01-11;WPHBHT CLKOALLNVK;187,840;15,500;203,340
325;325;2004;1;2004-01-15;LWSFHA WYVKNDSTIG;152,150;12,550;164,700
326;326;2004;1;2004-01-21;ADGPYF KMOHRIWDYM;144,710;11,940;156,650
327;327;2004;1;2004-01-29;PVMTVK DSQEPTTMTU;317,080;26,160;343,240
328;328;2004;1;2004-01-22;MZDCTB ASVWSEQFEF;296,850;24,490;321,340
329;329;2004;1;2004-01-03;AOEDFG IDIHDVLQDZ;290,470;23,960;314,430
330;330;2004;1;2004-01-11;JLZTRX PPNUWCUANT;183,970;15,180;199,150
331;331;2004;1;2004-01-02;FPSPTG LISCTXLDCO;101,140;8,340;109,480
332;332;2004;1;2004-01-11;RIELTT NUZGKWCSUM;338,410;27,920;366,330
333;333;2004;1;2004-01-29;TZVAFL VDMAPHKGRX;193,090;15,930;209,020
334;334;2004;1;2004-01-28;VPKTKM SWXKZVAPPD;75,740;6,250;81,990
335;335;2004;1;2004-01-29;MPSWSR SMTKYNEXCP;29,940;2,470;32,410
336;336;2004;1;2004-01-30;FQVINA KEFLOMJQZA;103,980;8,580;112,560
337;337;2004;1;2004-01-03;TIJCPE KMIPZZBLQV;116,320;9,600;125,920
338;338;2004;1;2004-01-03;DLIQAY TBUMRONJXX;14,220;1,170;15,390
339;339;2004;1;2004-01-27;DVVZZB SDTNVJYKDY;242,020;19,970;261,990
340;340;2004;1;2004-01-09;DSKOPL UHHWUTZNCA;59,530;4,910;64,440
341;341;2004;1;2004-01-08;BPRMRZ PXKDEGIYGX;322,970;26,650;349,620
342;342;2004;1;2004-01-10;TUNIWX TFIDJCMOWR;112,820;9,310;122,130
343;343;2004;1;2004-01-07;NYPLSD ZPKYMYPHBY;39,570;3,260;42,830
344;344;2004;1;2004-01-10;MBANNN VPNYTBSEVU;361,260;29,800;391,060
345;345;2004;1;2004-01-11;CTIIDZ GJVWRWVOFF;242,780;20,030;262,810
346;346;2004;1;2004-01-10;GHODSS LMAICKLQBU;206,560;17,040;223,600
347;347;2004;1;2004-01-20;BGTFXM BPUSCYJXGZ;225,560;18,610;244,170
348;348;2004;1;2004-01-24;FPFIPA NRPJQCHIHJ;339,090;27,970;367,060
349;349;2004;1;2004-01-21;WFQHTN CDOPJBSAFO;206,600;17,040;223,640
350;350;2004;1;2004-01-22;VDLGXS OUNHUAKUES;371,610;30,660;402,270
351;351;2004;1;2004-01-23;FPBSXV SOWMLMHDUE;6,290;0,520;6,810
352;352;2004;1;2004-01-10;KYOUBM OGOTXBLABK;93,930;7,750;101,680
353;353;2004;1;2004-01-10;SNQJFC MPOKKEGXQU;297,170;24,520;321,690
354;354;2004;1;2004-01-12;MVYONQ DBXTBEXJWE;286,500;23,640;310,140
355;355;2004;1;2004-01-03;PJNIWO ZRZDAUWTFP;63,960;5,280;69,240
356;356;2004;1;2004-01-23;HNYSSO CRDTXBLCVK;260,720;21,510;282,230
357;357;2004;1;2004-01-10;NAAVUV SGCFWQRSRS;266,160;21,960;288,120
358;358;2004;1;2004-01-27;BLWZIY SZYDTTYOZB;217,760;17,970;235,730
359;359;2004;1;2004-01-03;GSGMKV VMSTRFATYN;237,020;19,550;256,570
360;360;2004;1;2004-01-15;TWZXKR TMDAYDMFQZ;254,710;21,010;275,720
361;361;2004;1;2004-01-20;HNCLBV FPNTSZYEAI;324,890;26,800;351,690
362;362;2004;1;2004-01-27;IVCIGR CYNMPYHTMH;67,540;5,570;73,110
363;363;2004;1;2004-01-26;MMIVFD XIJUWSMBYY;298,460;24,620;323,080
364;364;2004;1;2004-01-24;EOMSLS WCATYDTUXQ;28,070;2,320;30,390
365;365;2004;1;2004-01-27;TOREAA WKHQYTQKNZ;315,230;26,010;341,240
366;366;2004;1;2004-01-22;MNLPJD FVQOELAXWV;317,520;26,200;343,720
367;367;2004;1;2004-01-04;RZVQRX ZDHQBHWLNN;147,220;12,150;159,370
368;368;2004;1;2004-01-15;FVLANJ NOHOTLKECV;31,530;2,600;34,130
369;369;2004;1;2004-01-20;ASOERJ POLZOUYHUQ;84,500;6,970;91,470
370;370;2004;1;2004-01-17;CVXOCT YLPDNXOBQF;291,600;24,060;315,660
371;371;2004;1;2004-01-02;JHFGEQ ONQADFKXXI;117,210;9,670;126,880
372;372;2004;1;2004-01-14;VWGOJO TGEUXFNYSP;372,360;30,720;403,080
373;373;2004;1;2004-01-21;UHSUCT EHJHFQSMPO;276,550;22,820;299,370
374;374;2004;1;2004-01-02;AOGOJW QCKNLUGAEP;297,770;24,570;322,340
375;375;2004;1;2004-01-03;FWPEMR KNQXBSPBZS;101,190;8,350;109,540
376;376;2004;1;2004-01-24;JGKINI MDKKWLWBEA;153,130;12,630;165,760
377;377;2004;1;2004-01-29;XQCYVK UPYXDXHHJK;34,410;2,840;37,250
378;378;2004;1;2004-01-12;HCJBWY XYIOGSXHAO;266,140;21,960;288,100
379;379;2004;1;2004-01-14;LURLDP PNPJHXMEPN;227,450;18,760;246,210
380;380;2004;1;2004-01-23;KQWUAG IEDDHOSNKZ;6,780;0,560;7,340
381;381;2004;1;2004-01-16;INGUHM IGWQMPZFVT;154,930;12,780;167,710
382;382;2004;1;2004-01-04;VGWLLL HLQPFMQIDA;218,010;17,990;236,000
383;383;2004;1;2004-01-27;NWPFVE FJDPOXZIJM;223,470;18,440;241,910
384;384;2004;1;2004-01-06;BTUNHF JQLRPXAEVQ;352,900;29,110;382,010
385;385;2004;1;2004-01-07;VBYHYR TNXJHCIVOQ;327,020;26,980;354,000
386;386;2004;1;2004-01-04;HMDIMH FGMGJYTXDS;10,450;0,860;11,310
387;387;2004;1;2004-01-13;YPGDGH EKPLWOFHFC;354,800;29,270;384,070
388;388;2004;1;2004-01-13;HXODJM KISBMJLBOH;281,650;23,240;304,890
389;389;2004;1;2004-01-31;BVXWZW WQTXKIOTQV;194,850;16,080;210,930
390;390;2004;1;2004-01-27;QVKOKM QHYKFDNQLK;14,880;1,230;16,110
391;391;2004;1;2004-01-14;HPXFLB LHVYKYAQPL;112,020;9,240;121,260
392;392;2004;1;2004-01-30;TDUFUD XNYHZNJPLA;374,630;30,910;405,540
393;393;2004;1;2004-01-20;MKBKTG HHWBMXVFJA;180,490;14,890;195,380
394;394;2004;1;2004-01-06;BAOKIG PVWKLVFITR;295,340;24,370;319,710
395;395;2004;1;2004-01-04;DLFXAM NMLZGSANPM;146,390;12,080;158,470
396;396;2004;1;2004-01-15;PRFUIM SMZJIMWQSX;380,950;31,430;412,380
397;397;2004;1;2004-01-10;DXHOQC EOUYKMGQWQ;189,490;15,630;205,120
398;398;2004;1;2004-01-22;YSHZQO FMVNJREAUT;83,040;6,850;89,890
399;399;2004;1;2004-01-16;SFNNXJ RDGOAKLSFO;93,470;7,710;101,180
400;400;2004;1;2004-01-18;LSBCIK CDOJEESXJL;26,280;2,170;28,450
401;401;2004;1;2004-01-29;CRRGYG QZNSGNIOVA;334,910;27,630;362,540
402;402;2004;1;2004-01-09;LHJLSG XBUGFFZFOR;135,490;11,180;146,670
403;403;2004;1;2004-01-29;HHFRNJ RHOIXVCMWW;396,110;32,680;428,790
404;404;2004;1;2004-01-19;YCFYAQ STLOLGEMYG;45,740;3,770;49,510
405;405;2004;1;2004-01-30;FHYWAT PNILIVUGWI;283,870;23,420;307,290
406;406;2004;1;2004-01-27;JJGYMS NUGMKENIRQ;187,520;15,470;202,990
407;407;2004;1;2004-01-18;LKVZBT XHJXDOSTZD;14,680;1,210;15,890
408;408;2004;1;2004-01-05;TECUJD LNCWSFHZWY;263,120;21,710;284,830
409;409;2004;1;2004-01-11;EOQACG KXPZCTPRDV;103,920;8,570;112,490
410;410;2004;1;2004-01-10;QZSATW PFJOVIQIQT;11,240;0,930;12,170
411;411;2004;1;2004-01-15;XWEPLK XLQQTGPCAD;61,580;5,080;66,660
412;412;2004;1;2004-01-16;EZKGMG SKDWBAQANY;363,790;30,010;393,800
413;413;2004;1;2004-01-18;LUFQTS KQJEFMPOAQ;66,380;5,480;71,860
414;414;2004;1;2004-01-23;RQLDIU NYNHSFJUZK;228,380;18,840;247,220
415;415;2004;1;2004-01-22;KUPKVA CTABBXQVVS;331,010;27,310;358,320
416;416;2004;1;2004-01-27;GAWIYO TFBWHDDKKZ;44,580;3,680;48,260
417;417;2004;1;2004-01-21;QZDAFH TXIMSUOLJL;26,570;2,190;28,760
418;418;2004;1;2004-01-09;NGPWXM LACRUTKKBU;347,110;28,640;375,750
419;419;2004;1;2004-01-06;KXLNOG YLEXDKLKAG;82,860;6,840;89,700
420;420;2004;1;2004-01-30;MHTHLF JJDQWGYGMI;213,340;17,600;230,940
421;421;2004;1;2004-01-17;FNNROH ODOGOAZIVO;82,760;6,830;89,590
422;422;2004;1;2004-01-05;RBTFQF ZBKOABMGKM;7,780;0,640;8,420
423;423;2004;1;2004-01-23;ERLCAS HKWPFEWKGJ;93,080;7,680;100,760
424;424;2004;1;2004-01-31;EAQAGZ XIWJHOMOBE;118,960;9,810;128,770
425;425;2004;1;2004-01-23;OMUIHA JOBEVQJMAC;370,630;30,580;401,210
426;426;2004;1;2004-01-05;PZMTWO IQYVSUQTDD;245,920;20,290;266,210
427;427;2004;1;2004-01-18;KGIXFN CYILQCSPAU;187,640;15,480;203,120
428;428;2004;1;2004-01-02;WTIGUR GLIHLOQNVE;71,310;5,880;77,190
429;429;2004;1;2004-01-12;IFDRVZ JSNMGKGMXG;89,720;7,400;97,120
430;430;2004;1;2004-01-17;CWKCMV XPLDHVNXFP;117,690;9,710;127,400
431;431;2004;1;2004-01-23;VPUSWA SXOJJCXPMW;78,090;6,440;84,530
432;432;2004;1;2004-01-12;YJRPUH OPXNSGZDOL;305,180;25,180;330,360
433;433;2004;1;2004-01-14;GUAOLO KIHTNFOVZM;40,780;3,360;44,140
434;434;2004;1;2004-01-14;ASKWKK KXHBEEYCHR;352,770;29,100;381,870
435;435;2004;1;2004-01-07;MGGFFD OKZTQCHQLZ;312,690;25,800;338,490
436;436;2004;1;2004-01-27;EKUEBN WWQBDRQPSN;42,560;3,510;46,070
437;437;2004;1;2004-01-01;XZRLDA IQHYBPSBNF;209,140;17,250;226,390
438;438;2004;1;2004-01-11;QWLIZV QLZKTMWUAV;10,610;0,880;11,490
439;439;2004;1;2004-01-11;RULLYQ TDSFLCAXBB;175,780;14,500;190,280
440;440;2004;1;2004-01-23;AUWQKM DJQRLOEBWE;79,980;6,600;86,580
441;441;2004;1;2004-01-15;EVJQWW DNTQFHKIUD;332,760;27,450;360,210
442;442;2004;1;2004-01-11;GEDYTJ CZUMBSBLHA;279,910;23,090;303,000
443;443;2004;1;2004-01-17;CCVIIJ UVTGPUFOPA;162,750;13,430;176,180
444;444;2004;1;2004-01-24;UKMQEN QJVJTRLMHC;321,560;26,530;348,090
445;445;2004;1;2004-01-03;EELQHL EPMOYYWLDT;341,900;28,210;370,110
446;446;2004;1;2004-01-31;BJDHIE RXFTJLEWVL;118,100;9,740;127,840
447;447;2004;1;2004-01-01;VZOUHL INVJLCHNGW;313,550;25,870;339,420
448;448;2004;1;2004-01-11;HLARWL IHKCBAQDMP;277,440;22,890;300,330
449;449;2004;1;2004-01-07;XTMCIL XGRLTWHTMM;18,820;1,550;20,370
450;450;2004;1;2004-01-05;SVHLUN CWTKCXJKTM;224,520;18,520;243,040
451;451;2004;1;2004-01-24;RBODWL RQUCIVRXXM;147,280;12,150;159,430
452;452;2004;1;2004-01-23;HMQRFL UTNMTZZZUW;375,620;30,990;406,610
453;453;2004;1;2004-01-11;CJOOIW SPUSUFCFKQ;326,860;26,970;353,830
454;454;2004;1;2004-01-14;HSBIVS QZQNSKJOXO;104,490;8,620;113,110
455;455;2004;1;2004-01-08;HYUDAE TPYZXZFFUE;183,940;15,180;199,120
456;456;2004;1;2004-01-20;MSLCAC VMMAJRNDLG;195,200;16,100;211,300
457;457;2004;1;2004-01-20;TZAJXT PBWIHEVXAP;100,920;8,330;109,250
458;458;2004;1;2004-01-08;DFPHLQ MNDBZGEEKA;62,560;5,160;67,720
459;459;2004;1;2004-01-30;ZMPPPI PFCVFXCAFQ;4,040;0,330;4,370
460;460;2004;1;2004-01-15;TGCGFV NRIRERKYPJ;338,640;27,940;366,580
461;461;2004;1;2004-01-01;SOJIQJ EOEAGCGBJV;140,470;11,590;152,060
462;462;2004;1;2004-01-15;WZKUQZ ZYOAZDQPOR;2,460;0,200;2,660
463;463;2004;1;2004-01-31;VSKOAT SMPRSRUXMH;66,650;5,500;72,150
464;464;2004;1;2004-01-06;UDKVKH KZSCLYDXGH;244,030;20,130;264,160
465;465;2004;1;2004-01-07;ZANFVP WOBZCQUFYB;72,750;6,000;78,750
466;466;2004;1;2004-01-06;YJOBNL AWBUESJXMS;231,870;19,130;251,000
467;467;2004;1;2004-01-18;NRZRPI JUBLXGQJQI;343,000;28,300;371,300
468;468;2004;1;2004-01-29;GJZVJL GIDOERWLYM;112,690;9,300;121,990
469;469;2004;1;2004-01-15;HADQUI CLKLHOOPME;251,540;20,750;272,290
470;470;2004;1;2004-01-12;JWTUYO COOMZPQLIY;313,650;25,880;339,530
471;471;2004;1;2004-01-11;XWLPFR DFPRSAZEIW;17,880;1,480;19,360
472;472;2004;1;2004-01-25;OXAUXF LLKFXWDZVK;81,550;6,730;88,280
473;473;2004;1;2004-01-14;YNQOJU DIVUMPZURW;88,030;7,260;95,290
474;474;2004;1;2004-01-14;ETJDFE CXYNTGFFKK;318,900;26,310;345,210
475;475;2004;1;2004-01-16;HVZZSO WGMWUPTKRZ;90,250;7,450;97,700
476;476;2004;1;2004-01-27;MFJAND TPKETHYCKR;8,400;0,690;9,090
477;477;2004;1;2004-01-25;DDCWWY ZCTGRAQWKK;341,820;28,200;370,020
478;478;2004;1;2004-01-11;TNRYGO OVWHEWDZSE;202,850;16,740;219,590
479;479;2004;1;2004-01-26;DHPOMT BNOYNKOLKW;153,640;12,680;166,320
480;480;2004;1;2004-01-12;NNCFCE VOVIHBBJNA;385,010;31,760;416,770
481;481;2004;1;2004-01-30;SDUEOO DSZJJFOJXG;341,620;28,180;369,800
482;482;2004;1;2004-01-03;QKXZOA BCHBZXUIHM;77,830;6,420;84,250
483;483;2004;1;2004-01-02;ESOYCG NHHPTCGYBN;391,590;32,310;423,900
484;484;2004;1;2004-01-20;JVESQC LYYXLNVMDC;360,940;29,780;390,720
485;485;2004;1;2004-01-27;BVHUVY KCFBXIQDAA;127,540;10,520;138,060
486;486;2004;1;2004-01-05;UUDNGP KUIRYNQPZN;68,880;5,680;74,560
487;487;2004;1;2004-01-01;YWNZNL GCKMZMMMWU;122,740;10,130;132,870
488;488;2004;1;2004-01-05;FSCGPD BHKMFWGZYL;320,020;26,400;346,420
489;489;2004;1;2004-01-23;TYVMBW HANYFCEVFR;277,590;22,900;300,490
490;490;2004;1;2004-01-31;YHRXDE BTOMCUTITL;71,230;5,880;77,110
491;491;2004;1;2004-01-04;HFOSKI FPQYIHNIUY;20,180;1,660;21,840
492;492;2004;1;2004-01-20;BGTZAO DISPCATYMM;209,830;17,310;227,140
493;493;2004;1;2004-01-14;CUWILK IKFEXEZYOJ;22,000;1,820;23,820
494;494;2004;1;2004-01-24;JSEIWR PCFQXDXQAZ;340,820;28,120;368,940
495;495;2004;1;2004-01-28;ZWNOIZ KSZIHZORHK;5,410;0,450;5,860
496;496;2004;1;2004-01-13;NVGBTK RFLSJDFZUC;178,490;14,730;193,220
497;497;2004;1;2004-01-26;TJHBKZ OEGZVSLBTA;171,170;14,120;185,290
498;498;2004;1;2004-01-30;KDKZNQ UJGIPUGKXG;32,550;2,690;35,240
499;499;2004;1;2004-01-24;MZOGSC CMRVLYVUOY;108,740;8,970;117,710
500;500;2004;1;2004-01-14;IYCKZI FJPBEZWJCX;185,410;15,300;200,710
501;501;2004;1;2004-01-26;GOTWFG LGWQVMQIDW;253,980;20,950;274,930
502;502;2004;1;2004-01-30;PYLMNU BNQNVMXPDE;170,960;14,100;185,060
503;503;2004;1;2004-01-08;NTCBPR POLQGQLBKM;238,420;19,670;258,090
504;504;2004;1;2004-01-24;KYBBQA SUXDDVESQX;1,720;0,140;1,860
505;505;2004;1;2004-01-13;KMDTEE HEVYBWNTPC;176,380;14,550;190,930
506;506;2004;1;2004-01-23;CXQEFV HSFJOIKTWW;8,790;0,730;9,520
507;507;2004;1;2004-01-05;DINGNJ GNQRGLZPQV;319,430;26,350;345,780
508;508;2004;1;2004-01-28;MDTXFF AUPQLJBCUT;388,900;32,080;420,980
509;509;2004;1;2004-01-29;CSEWGW ZBHYAPLVHI;351,150;28,970;380,120
510;510;2004;1;2004-01-08;RJWYWH ALHHJERHHZ;220,760;18,210;238,970
511;511;2004;1;2004-01-31;PRDNNG MSUTNYXPUS;166,080;13,700;179,780
512;512;2004;1;2004-01-22;HEYBSL ENNVASDYMB;327,730;27,040;354,770
513;513;2004;1;2004-01-01;YMLFOR ZEUQTRKYDY;0,590;0,050;0,640
514;514;2004;1;2004-01-21;RTPLTS NGJGFSJXJY;345,340;28,490;373,830
515;515;2004;1;2004-01-01;PBKKFW RENOJXUPRT;395,800;32,650;428,450
516;516;2004;1;2004-01-20;YSXAIK WZGQEJRNWA;206,070;17,000;223,070
517;517;2004;1;2004-01-19;UUAXTS TJSIGTTHMA;88,610;7,310;95,920
518;518;2004;1;2004-01-06;GSJSPZ CKVLJPIHBG;70,430;5,810;76,240
519;519;2004;1;2004-01-23;XWWCPJ UAXVYHMZOI;389,420;32,130;421,550
520;520;2004;1;2004-01-01;WSQTDR WPSELQGLTG;52,320;4,320;56,640
521;521;2004;1;2004-01-11;QXYOKQ BUZRORLHUW;360,220;29,720;389,940
522;522;2004;1;2004-01-16;EDUQUK ZORTRPFETF;342,510;28,260;370,770
523;523;2004;1;2004-01-05;CSCXAU TREQTEFFFN;46,650;3,850;50,500
524;524;2004;1;2004-01-12;FDUSBK NTXPWMBPCS;382,520;31,560;414,080
525;525;2004;1;2004-01-14;ZIMEGX JTPBWOEOIT;266,560;21,990;288,550
526;526;2004;1;2004-01-04;QKHJIF CXTWZRICRC;355,880;29,360;385,240
527;527;2004;1;2004-01-26;DLZLUR DGEZMDKWYY;32,640;2,690;35,330
528;528;2004;1;2004-01-16;ORKOBK FWVFQRDUOS;114,560;9,450;124,010
529;529;2004;1;2004-01-17;HAPOKW NNWNOULXNA;380,820;31,420;412,240
530;530;2004;1;2004-01-05;PDKAKP ZXTHOTOLYI;141,170;11,650;152,820
531;531;2004;1;2004-01-27;WDXETB OANPLGWACU;343,520;28,340;371,860
532;532;2004;1;2004-01-01;MZDMUT SZCEMKVWZP;274,010;22,610;296,620
533;533;2004;1;2004-01-30;ATSAEL TFKQLMBYOI;10,720;0,880;11,600
534;534;2004;1;2004-01-14;PUMZUS GRHEFSUVPI;217,190;17,920;235,110
535;535;2004;1;2004-01-21;XUCJIF ECMOOMDRNP;105,480;8,700;114,180
536;536;2004;1;2004-01-06;ZRNVMH OOWBUIVFOT;321,470;26,520;347,990
537;537;2004;1;2004-01-18;TONXIQ MXEYPWAKZZ;221,880;18,310;240,190
538;538;2004;1;2004-01-31;TVHEMN MQNWNOUORV;36,800;3,040;39,840
539;539;2004;1;2004-01-25;VBQBEP BXGAOCWJDZ;25,010;2,060;27,070
540;540;2004;1;2004-01-27;DEWDMD UKJPFSOULJ;337,050;27,810;364,860
541;541;2004;1;2004-01-11;VXMNLL AKSFOITYMD;26,930;2,220;29,150
542;542;2004;1;2004-01-18;WCMFWC GCBUHSNKJV;123,630;10,200;133,830
543;543;2004;1;2004-01-15;OGYNIH PKZZCTEGNZ;268,980;22,190;291,170
544;544;2004;1;2004-01-09;KQMRXD NMNEBMKHNL;56,860;4,690;61,550
545;545;2004;1;2004-01-09;OAUXQY JWPIJMEDON;85,200;7,030;92,230
546;546;2004;1;2004-01-23;WBBNTK VYOQBHOKZO;283,610;23,400;307,010
547;547;2004;1;2004-01-05;JZENYH OKSMEYWELZ;267,320;22,050;289,370
548;548;2004;1;2004-01-22;NUTURZ GGJLJYYOYP;399,070;32,920;431,990
549;549;2004;1;2004-01-03;TQIDLB IYGTANKQAP;214,350;17,680;232,030
550;550;2004;1;2004-01-15;XVJBLV SMZTIGRVSU;375,030;30,940;405,970
551;551;2004;1;2004-01-30;MFXMQR BYWSXXQUVY;191,360;15,790;207,150
552;552;2004;1;2004-01-29;QCVOBE IUHXEWCSIK;131,170;10,820;141,990
553;553;2004;1;2004-01-25;TCUEFV URTMFBNRJU;10,080;0,830;10,910
554;554;2004;1;2004-01-30;NIAZZI VIDKZZKVBO;156,390;12,900;169,290
555;555;2004;1;2004-01-08;RCNTQV NEMRDKMFTP;154,520;12,750;167,270
556;556;2004;1;2004-01-06;DQNXSF QIZJRZSMYK;298,350;24,610;322,960
557;557;2004;1;2004-01-31;BHSSUB VPXQZCVSAR;47,140;3,890;51,030
558;558;2004;1;2004-01-11;FXXAXW TKTGBMGYLE;228,700;18,870;247,570
559;559;2004;1;2004-01-24;PCVWPH OSYBVGCVXM;278,670;22,990;301,660
560;560;2004;1;2004-01-06;QVMMLU ZCTCQBCQGX;196,640;16,220;212,860
561;561;2004;1;2004-01-03;NVMRVI ELHDCGLUTJ;377,560;31,150;408,710
562;562;2004;1;2004-01-07;BMQNWU YWXTCCHCNX;78,450;6,470;84,920
563;563;2004;1;2004-01-01;NFLGQB UHHBRKMZBB;44,690;3,690;48,380
564;564;2004;1;2004-01-22;DCOTQL AECJASBVTS;296,300;24,440;320,740
565;565;2004;1;2004-01-15;RFQCIO NFASRDZRSN;202,860;16,740;219,600
566;566;2004;1;2004-01-30;QHDXHA YOOOIHRVVT;251,430;20,740;272,170
567;567;2004;1;2004-01-22;USHPDE QXURGPBDPH;193,540;15,970;209,510
568;568;2004;1;2004-01-13;DPYKQL HFNNYBEMLY;99,170;8,180;107,350
569;569;2004;1;2004-01-20;ZYVFXA SFBXYSKKVW;283,390;23,380;306,770
570;570;2004;1;2004-01-26;OKUUEB AGVKGVUJVF;391,660;32,310;423,970
571;571;2004;1;2004-01-16;XXJRKB BXRBGOQBYK;131,570;10,850;142,420
572;572;2004;1;2004-01-16;QGKSVJ DEFWMPTCOJ;346,040;28,550;374,590
573;573;2004;1;2004-01-15;RTJIYW EGMZUJVLWG;364,930;30,110;395,040
574;574;2004;1;2004-01-05;NHBFHR JOPQYEIFTM;178,650;14,740;193,390
575;575;2004;1;2004-01-25;LAGEJW XYGZJOQSBO;34,200;2,820;37,020
576;576;2004;1;2004-01-16;ATDXJW FDEAWLECOQ;79,050;6,520;85,570
577;577;2004;1;2004-01-21;IZLFIZ UPOQTJQUPB;122,900;10,140;133,040
578;578;2004;1;2004-01-21;TCLHCS RKEVOXOFPH;150,150;12,390;162,540
579;579;2004;1;2004-01-27;LVOHQZ LEWVYUJWQO;312,400;25,770;338,170
580;580;2004;1;2004-01-05;XTNVBI PQEXJNPUTS;297,480;24,540;322,020
581;581;2004;1;2004-01-28;PBLODY MIKQRZLMHC;176,720;14,580;191,300
582;582;2004;1;2004-01-02;OIAOHI PPLRSCZCHI;284,990;23,510;308,500
583;583;2004;1;2004-01-16;JAXLRW GOPWZRWPVQ;229,690;18,950;248,640
584;584;2004;1;2004-01-18;MOTUBX GXMFBZMKUT;382,920;31,590;414,510
585;585;2004;1;2004-01-21;TYWPSN OTJBQWMIBH;91,970;7,590;99,560
586;586;2004;1;2004-01-01;ASKWKK KXHBEEYCHR;212,870;17,560;230,430
587;587;2004;1;2004-01-15;NVDOBD TJRESUUQGI;90,300;7,450;97,750
588;588;2004;1;2004-01-20;JKIZMG STFSYINYLG;90,980;7,510;98,490
589;589;2004;1;2004-01-04;HEJLWR UKDLCPZCWE;194,630;16,060;210,690
590;590;2004;1;2004-01-19;OUXRFH ECOSUZKAIM;303,690;25,050;328,740
591;591;2004;1;2004-01-16;UDFQMJ FXWLTVURBO;338,660;27,940;366,600
592;592;2004;1;2004-01-23;ZSWNIV DLBYYHNCHK;84,420;6,960;91,380
593;593;2004;1;2004-01-02;MWFVPQ NDEXEKAFOA;186,440;15,380;201,820
594;594;2004;1;2004-01-18;HNZQGM OCFPSWWRLI;114,450;9,440;123,890
595;595;2004;1;2004-01-19;XAASRF XFCRFQKWPB;19,100;1,580;20,680
596;596;2004;1;2004-01-11;NNOGWD VNGFZFQVRV;398,590;32,880;431,470
597;597;2004;1;2004-01-01;QFIRTK KRCPUFCNIQ;6,100;0,500;6,600
598;598;2004;1;2004-01-21;SIWSNL EJVNHHWGSZ;283,760;23,410;307,170
599;599;2004;1;2004-01-29;UPZDPK EGURXBVOHS;399,630;32,970;432,600
600;600;2004;1;2004-01-31;UKYMIY PXQNHLHHXH;381,050;31,440;412,490
601;601;2004;1;2004-01-11;HUSTOZ BOWBMNEHJD;20,520;1,690;22,210
602;602;2004;1;2004-01-31;TVNSUF LFBIFSFDUY;180,570;14,900;195,470
603;603;2004;1;2004-01-17;OYSXJV FQLJBIJGGG;11,900;0,980;12,880
604;604;2004;1;2004-01-08;PYXFAW JYLDWZRZIU;310,870;25,650;336,520
605;605;2004;1;2004-01-24;RIKVZY MYQOLAHMNS;296,680;24,480;321,160
606;606;2004;1;2004-01-08;OKYQOG RORNJZHFRR;221,360;18,260;239,620
607;607;2004;1;2004-01-20;LHEUTH CKRLCVSFTO;189,170;15,610;204,780
608;608;2004;1;2004-01-09;VDKLJQ HODFWQYDXJ;72,090;5,950;78,040
609;609;2004;1;2004-01-15;JBRAFC DMVKBOVSRF;312,800;25,810;338,610
610;610;2004;1;2004-01-27;BCHAWK DDSRFWVAVZ;103,100;8,510;111,610
611;611;2004;1;2004-01-30;MCPRWD TYRBBQHRFG;180,550;14,900;195,450
612;612;2004;1;2004-01-01;GEHQBS LDHVEKVOUG;7,160;0,590;7,750
613;613;2004;1;2004-01-19;RMBQRA KDIOBMQCNU;225,990;18,640;244,630
614;614;2004;1;2004-01-01;RWKVJH ZKXIEFNPXG;172,930;14,270;187,200
615;615;2004;1;2004-01-30;EVMWQA UCNAHXBESU;42,230;3,480;45,710
616;616;2004;1;2004-01-28;VCQEQZ ZMSPSIVZJF;181,200;14,950;196,150
617;617;2004;1;2004-01-04;AOIJLX KJQHSARCLQ;174,750;14,420;189,170
618;618;2004;1;2004-01-12;PBSMCF OJIRXJWEFO;281,980;23,260;305,240
619;619;2004;1;2004-01-21;PLRCKQ QSEVEPFPCN;312,660;25,790;338,450
620;620;2004;1;2004-01-28;KYELBK UTBTAORAJA;346,560;28,590;375,150
